    13.3830    41.4010
    13.4330    41.5590
    13.4830    41.6900
    13.5330    41.8180
    13.5830    41.9430
    13.6330    42.0650
    13.6830    42.1840
    13.7330    42.2990
    13.7830    42.4100
    13.8330    42.5160
    13.8830    42.6180
    13.9330    42.7150
    13.9830    42.8070
    14.0330    42.8940
    14.0830    42.9770
    14.1330    43.0550
    14.1830    43.1290
    14.2330    43.2010
    14.2830    43.2710
    14.3330    43.3390
    14.3830    43.4060
    14.4330    43.4720
    14.4830    43.5380
    14.5330    43.6040
    14.5830    43.6690
    14.6330    43.7350
    14.6830    43.8000
    14.7330    43.8650
    14.7830    43.9290
    14.8330    43.9930
    14.8830    44.0570
    14.9330    44.1200
    14.9830    44.1820
    15.0330    44.2440
    15.0830    44.3040
    15.1330    44.3630
    15.1830    44.4210
    15.2330    44.4770
    15.2830    44.5310
    15.3330    44.5830
    15.3830    44.6320
    15.4330    44.6780
    15.4830    44.7200
    15.5330    44.7590
    15.5830    44.7930
    15.6330    44.8210
    15.6830    44.8430
    15.7330    44.8580
    15.7830    44.8660
    15.8330    44.8640
    15.8830    44.8530
    15.9330    44.8310
    15.9830    44.7950
    16.0330    44.7450
    16.0830    44.6790
    16.1330    44.5940
    16.1830    44.4870
    16.2330    44.3560
    16.2830    44.1980
    16.3330    44.0080
    16.3830    43.7840
    16.4330    43.5200
    16.4830    43.2140
    16.5330    42.8590
    16.5830    42.4520
    16.6330    41.9860
    16.6830    41.4550
    16.7330    40.8530
    16.7830    40.1710
    16.8330    39.4010
    16.8830    38.5330
    16.9330    37.5550
    16.9830    36.4520
    17.0330    35.2100
    17.0830    33.8090
    17.1330    32.2280
    17.1830    30.4430
    17.2330    28.4270
    17.2830    26.1510
    17.3330    23.5790
    17.3830    20.6770
    17.4330    17.4030
    17.4830    13.7100
