    13.3830    41.6110
    13.4330    41.7660
    13.4830    41.8960
    13.5330    42.0240
    13.5830    42.1500
    13.6330    42.2720
    13.6830    42.3910
    13.7330    42.5060
    13.7830    42.6170
    13.8330    42.7230
    13.8830    42.8250
    13.9330    42.9230
    13.9830    43.0150
    14.0330    43.1020
    14.0830    43.1850
    14.1330    43.2640
    14.1830    43.3390
    14.2330    43.4110
    14.2830    43.4800
    14.3330    43.5490
    14.3830    43.6160
    14.4330    43.6820
    14.4830    43.7480
    14.5330    43.8130
    14.5830    43.8780
    14.6330    43.9420
    14.6830    44.0050
    14.7330    44.0680
    14.7830    44.1300
    14.8330    44.1920
    14.8830    44.2520
    14.9330    44.3110
    14.9830    44.3690
    15.0330    44.4260
    15.0830    44.4810
    15.1330    44.5340
    15.1830    44.5850
    15.2330    44.6340
    15.2830    44.6800
    15.3330    44.7220
    15.3830    44.7610
    15.4330    44.7950
    15.4830    44.8240
    15.5330    44.8470
    15.5830    44.8640
    15.6330    44.8720
    15.6830    44.8710
    15.7330    44.8580
    15.7830    44.8340
    15.8330    44.7940
    15.8830    44.7390
    15.9330    44.6640
    15.9830    44.5670
    16.0330    44.4460
    16.0830    44.2960
    16.1330    44.1160
    16.1830    43.9000
    16.2330    43.6450
    16.2830    43.3470
    16.3330    43.0010
    16.3830    42.6020
    16.4330    42.1430
    16.4830    41.6200
    16.5330    41.0250
    16.5830    40.3500
    16.6330    39.5880
    16.6830    38.7280
    16.7330    37.7620
    16.7830    36.6780
    16.8330    35.4630
    16.8830    34.1040
    16.9330    32.5850
    16.9830    30.8910
    17.0330    29.0000
    17.0830    26.8910
    17.1330    24.5370
    17.1830    21.9050
    17.2330    18.9580
    17.2830    15.6530
    17.3330    11.9390
