    13.3830    41.8380
    13.4330    41.9890
    13.4830    42.1090
    13.5330    42.2210
    13.5830    42.3290
    13.6330    42.4320
    13.6830    42.5310
    13.7330    42.6250
    13.7830    42.7140
    13.8330    42.7990
    13.8830    42.8810
    13.9330    42.9600
    13.9830    43.0370
    14.0330    43.1120
    14.0830    43.1870
    14.1330    43.2620
    14.1830    43.3380
    14.2330    43.4140
    14.2830    43.4920
    14.3330    43.5700
    14.3830    43.6500
    14.4330    43.7310
    14.4830    43.8140
    14.5330    43.8970
    14.5830    43.9820
    14.6330    44.0670
    14.6830    44.1530
    14.7330    44.2390
    14.7830    44.3250
    14.8330    44.4110
    14.8830    44.4960
    14.9330    44.5810
    14.9830    44.6660
    15.0330    44.7490
    15.0830    44.8310
    15.1330    44.9120
    15.1830    44.9910
    15.2330    45.0670
    15.2830    45.1420
    15.3330    45.2140
    15.3830    45.2840
    15.4330    45.3510
    15.4830    45.4160
    15.5330    45.4770
    15.5830    45.5360
    15.6330    45.5920
    15.6830    45.6430
    15.7330    45.6890
    15.7830    45.7290
    15.8330    45.7620
    15.8830    45.7880
    15.9330    45.8040
    15.9830    45.8090
    16.0330    45.8030
    16.0830    45.7830
    16.1330    45.7480
    16.1830    45.6950
    16.2330    45.6220
    16.2830    45.5260
    16.3330    45.4040
    16.3830    45.2520
    16.4330    45.0670
    16.4830    44.8440
    16.5330    44.5790
    16.5830    44.2660
    16.6330    43.9010
    16.6830    43.4760
    16.7330    42.9850
    16.7830    42.4210
    16.8330    41.7740
    16.8830    41.0350
    16.9330    40.1940
    16.9830    39.2390
    17.0330    38.1560
    17.0830    36.9300
    17.1330    35.5440
    17.1830    33.9800
    17.2330    32.2140
    17.2830    30.2210
    17.3330    27.9740
    17.3830    25.4400
    17.4330    22.5820
    17.4830    19.3590
    17.5330    15.7240
    17.5830    11.6270
